# tier, pixels, dist_cm, x, y, fps, pattern, acc_x, acc_y, acc_z, gyr_p, gyr_r, gyr_y, cur_p, cur_r, cur_y, tgt_p, tgt_r, tgt_y
FAR, 0, 0, 0, 0, 37.3, NONE, 29.69, -84.25, 450.75, 20.18, -15.00, -12.57, 2.63, 29.75, -2.80, 2.63, 3.38, -2.80
FAR, 0, 0, 0, 0, 37.3, NONE, 28.67, -112.45, 366.42, 24.68, -12.29, -14.53, 2.41, 28.77, -2.84, 2.41, 3.38, -2.84
FAR, 0, 0, 0, 0, 37.3, NONE, 23.39, -162.97, -277.81, 33.98, 4.44, -13.18, 1.48, 23.49, -3.08, 1.48, 3.38, -3.08
FAR, 0, 0, 0, 0, 37.3, NONE, 20.55, -171.96, -897.10, 34.61, 12.09, -10.29, 1.05, 20.63, -3.24, 1.05, 3.38, -3.24
FAR, 0, 0, 0, 0, 37.3, NONE, 12.57, -186.42, -2448.71, 27.67, 15.00, -2.91, 0.06, 12.73, -3.66, 0.06, 3.38, -3.66
FAR, 0, 0, 0, 0, 37.3, NONE, 10.66, -184.94, -2537.20, 24.48, 15.00, -1.66, -0.14, 10.84, -3.74, -0.14, 3.38, -3.74
FAR, 0, 0, 0, 0, 38.5, NONE, 3.79, -158.23, -2374.53, 15.40, 15.00, 0.12, -0.78, 3.97, -3.91, -0.78, 3.38, -3.91
FAR, 0, 0, 0, 0, 38.5, NONE, 2.32, -147.05, -2263.73, 14.42, 15.00, -0.15, -0.90, 2.49, -3.92, -0.90, 3.38, -3.92
FAR, 0, 0, 0, 0, 38.5, NONE, -2.21, -87.43, -1751.48, 14.16, 15.00, -0.59, -1.34, -2.10, -3.79, -1.34, 3.38, -3.79
FAR, 0, 0, 0, 0, 38.5, NONE, -3.22, -59.15, -1547.61, 15.74, 15.00, -0.78, -1.52, -3.13, -3.69, -1.52, 3.38, -3.69
FAR, 0, 0, 0, 0, 38.5, NONE, -3.68, 19.90, -1020.88, 22.08, 8.94, -1.53, -2.12, -3.67, -3.29, -2.12, 3.38, -3.29
FAR, 0, 0, 0, 0, 38.5, NONE, -1.69, 59.34, 10.44, 26.52, -4.37, -3.06, -2.79, -1.67, -2.80, -2.79, 3.38, -2.80
FAR, 0, 0, 0, 0, 38.5, NONE, 2.02, 76.57, 1825.57, 22.34, -15.00, -4.93, -3.59, 2.03, -2.21, -3.59, 3.38, -2.21
FAR, 0, 0, 0, 0, 38.5, NONE, 3.51, 84.62, 2364.44, 20.75, -15.00, -5.13, -3.86, 3.48, -2.01, -3.86, 3.38, -2.01
FAR, 0, 0, 0, 0, 38.5, NONE, 6.80, 86.86, 2738.09, 17.47, -15.00, -4.92, -4.43, 6.71, -1.62, -4.43, 3.38, -1.62
FAR, 0, 0, 0, 0, 38.5, NONE, 7.60, 80.86, 2661.07, 17.38, -15.00, -4.81, -4.58, 7.50, -1.54, -4.58, 3.38, -1.54
FAR, 0, 0, 0, 0, 38.5, NONE, 9.65, 31.29, 2048.75, 20.66, -15.00, -3.63, -5.23, 9.59, -1.37, -5.23, 3.38, -1.37
FAR, 0, 0, 0, 0, 38.5, NONE, 9.81, 15.55, 1909.17, 21.85, -15.00, -3.40, -5.41, 9.77, -1.36, -5.41, 3.38, -1.36
FAR, 0, 0, 0, 0, 38.5, NONE, 9.01, -35.58, 1346.59, 25.83, -6.60, -1.71, -6.19, 9.00, -1.48, -6.19, 3.38, -1.48
FAR, 0, 0, 0, 0, 38.5, NONE, 8.19, -46.45, 971.17, 26.24, -2.17, -0.97, -6.50, 8.19, -1.57, -6.50, 3.38, -1.57
FAR, 0, 0, 0, 0, 38.5, NONE, 5.56, -52.03, -129.13, 24.26, 7.13, 0.14, -7.33, 5.56, -1.78, -7.33, 3.38, -1.78
FAR, 0, 0, 0, 0, 38.5, NONE, 4.88, -50.87, -436.65, 23.23, 9.25, 0.51, -7.52, 4.87, -1.83, -7.52, 3.38, -1.83
FAR, 0, 0, 0, 0, 38.5, NONE, 2.40, -40.86, -1577.69, 19.42, 14.02, 0.58, -8.21, 2.40, -1.94, -8.21, 3.38, -1.94
FAR, 0, 0, 0, 0, 38.5, NONE, 1.91, -36.19, -1765.23, 19.89, 14.78, 0.40, -8.37, 1.92, -1.95, -8.37, 3.38, -1.95
FAR, 0, 0, 0, 0, 38.5, NONE, 0.88, -7.30, -1981.20, 21.99, 12.69, -0.44, -9.04, 0.90, -1.88, -9.04, 3.38, -1.88
FAR, 0, 0, 0, 0, 38.5, NONE, 0.89, 0.96, -1886.55, 23.30, 10.96, -0.78, -9.22, 0.92, -1.84, -9.22, 3.38, -1.84
FAR, 0, 0, 0, 0, 38.5, NONE, 2.05, 29.71, -920.43, 27.35, 0.51, -2.54, -10.05, 2.09, -1.59, -10.05, 3.38, -1.59
FAR, 0, 0, 0, 0, 38.5, NONE, 2.84, 36.82, -375.26, 27.44, -3.65, -3.18, -10.39, 2.88, -1.47, -10.39, 3.38, -1.47
FAR, 0, 0, 0, 0, 38.5, NONE, 4.99, 44.25, 917.65, 24.48, -11.91, -4.69, -11.15, 5.01, -1.15, -11.15, 3.38, -1.15
FAR, 0, 0, 0, 0, 38.5, NONE, 5.94, 43.02, 1464.48, 22.69, -15.00, -5.04, -11.45, 5.96, -1.01, -11.45, 3.38, -1.01
FAR, 0, 0, 0, 0, 38.5, NONE, 8.24, 43.82, 2434.36, 19.61, -15.00, -4.48, -12.17, 8.21, -0.71, -12.17, 3.38, -0.71
FAR, 0, 0, 0, 0, 38.5, NONE, 8.67, 39.51, 2463.08, 20.19, -15.00, -4.02, -12.34, 8.63, -0.67, -12.34, 3.38, -0.67
FAR, 0, 0, 0, 0, 38.5, NONE, 9.35, -2.31, 2095.63, 25.26, -15.00, -2.06, -13.08, 9.33, -0.68, -13.08, 3.38, -0.68
FAR, 0, 0, 0, 0, 38.5, NONE, 9.21, -14.94, 1987.46, 26.31, -13.13, -1.52, -13.28, 9.21, -0.74, -13.28, 3.38, -0.74
FAR, 0, 0, 0, 0, 38.5, NONE, 6.92, -48.31, 944.94, 29.11, -0.33, 1.99, -14.39, 6.92, -1.26, -14.39, 3.38, -1.26
FAR, 0, 0, 0, 0, 38.5, NONE, 5.28, -50.07, 212.64, 27.77, 5.43, 3.46, -14.94, 5.27, -1.59, -14.94, 3.38, -1.59
FAR, 0, 0, 0, 0, 38.5, NONE, 2.35, -45.22, -1246.98, 22.77, 13.06, 4.95, -15.84, 2.34, -2.21, -15.84, 3.38, -2.21
FAR, 0, 0, 0, 0, 38.5, NONE, 1.76, -42.22, -1518.96, 22.36, 14.62, 4.94, -16.02, 1.76, -2.33, -16.02, 3.38, -2.33
FAR, 0, 0, 0, 0, 38.5, NONE, -0.02, -26.46, -2191.80, 22.90, 15.00, 3.84, -16.74, -0.00, -2.72, -16.74, 3.38, -2.72
FAR, 0, 0, 0, 0, 38.5, NONE, -0.26, -19.00, -2204.82, 23.76, 15.00, 3.41, -16.93, -0.24, -2.78, -16.93, 3.38, -2.78
FAR, 0, 0, 0, 0, 38.5, NONE, 9.56, 503.43, 10039.11, 44.66, -15.00, 34.72, -20.44, 10.51, -11.81, -20.44, 3.38, -11.81
FAR, 0, 0, 0, 0, 38.5, NONE, 17.64, 729.28, 13374.43, 48.20, -15.00, 29.61, -20.92, 16.82, -15.81, -20.92, 3.38, -15.81
FAR, 0, 0, 0, 0, 38.5, NONE, 32.29, 406.16, 1494.95, -15.58, -15.00, -37.03, -23.82, 31.49, -12.98, -23.82, 3.38, -12.98
FAR, 0, 0, 0, 0, 38.5, NONE, 35.14, 322.37, -29.99, -40.32, -15.00, -22.32, -25.01, 34.62, -9.54, -25.01, 3.38, -9.54
FAR, 0, 0, 0, 0, 37.1, NONE, 44.77, 142.05, -444.65, -56.45, -15.00, -3.67, -30.83, 44.67, 12.22, -30.83, 3.38, 12.22
FAR, 0, 0, 0, 0, 37.1, NONE, 46.21, 118.55, -198.21, -56.53, -15.00, -2.22, -31.98, 46.14, 17.92, -31.98, 3.38, 17.92
FAR, 0, 0, 0, 0, 37.1, NONE, 49.82, 63.01, 803.30, -56.55, -15.00, 1.41, -34.70, 49.81, 39.14, -34.70, 3.38, 39.14
FAR, 0, 0, 0, 0, 37.1, NONE, 50.94, 52.82, 1288.50, -56.51, -15.00, 2.53, -35.05, 50.95, 48.58, -35.05, 3.38, 48.58
FAR, 0, 0, 0, 0, 37.1, NONE, 53.77, 76.47, 2786.40, -56.32, -15.00, 5.32, -33.67, 53.78, 70.57, -33.67, 3.38, 70.57
FAR, 0, 0, 0, 0, 37.1, NONE, 56.16, 117.85, 3702.28, -56.05, -15.00, 7.61, -31.57, 56.12, 82.69, -31.57, 3.38, 82.69
FAR, 0, 0, 0, 0, 37.1, NONE, 62.29, 204.05, 4743.76, -53.59, -15.00, 14.26, -26.03, 62.12, 102.58, -26.03, 3.38, 102.58
FAR, 0, 0, 0, 0, 37.1, NONE, 64.52, 228.68, 4904.46, -42.67, -15.00, 22.05, -24.11, 64.32, 107.94, -24.11, 3.38, 107.94
FAR, 0, 0, 0, 0, 37.1, NONE, 75.62, 320.62, 5142.37, 6.72, -15.00, 44.27, -15.52, 75.31, 128.22, -15.52, 3.38, 128.22
FAR, 0, 0, 0, 0, 37.1, NONE, 78.93, 341.97, 5140.40, 20.07, -15.00, 46.67, -13.25, 78.58, 133.07, -13.25, 3.38, 133.07
FAR, 0, 0, 0, 0, 37.1, NONE, 96.13, 426.44, 4935.68, 41.59, -15.00, 38.35, -3.08, 95.70, 154.49, -3.08, 3.38, 154.49
FAR, 0, 0, 0, 0, 37.1, NONE, 100.45, 443.52, 4884.55, 44.34, -15.00, 35.13, -0.95, 100.00, 159.23, -0.95, 3.38, 159.23
FAR, 0, 0, 0, 0, 37.1, NONE, 116.72, 493.50, 4593.25, 52.39, -15.00, 21.35, 5.85, 116.21, 176.07, 5.85, 3.38, 176.07
FAR, 0, 0, 0, 0, 37.1, NONE, 124.18, 511.35, 4465.97, 54.71, -15.00, 14.38, 8.34, 123.66, -176.50, 8.34, 3.38, -176.50
FAR, 0, 0, 0, 0, 37.1, NONE, 144.81, 516.26, 3300.87, 56.31, -15.00, -5.44, 11.87, 143.90, -156.16, 11.87, 3.38, -156.16
FAR, 0, 0, 0, 0, 37.1, NONE, 147.36, 354.32, -462.57, 56.06, -15.00, -7.56, 9.99, 146.06, -151.75, 9.99, 3.38, -151.75
FAR, 0, 0, 0, 0, 37.1, NONE, 132.87, -575.81, -10751.24, -4.47, -4.42, 56.39, -6.22, 133.85, -139.91, -6.22, 3.38, -139.91
FAR, 0, 0, 0, 0, 37.1, NONE, 130.67, -579.95, -9436.49, -6.50, -7.90, 56.19, -7.49, 131.78, -139.49, -7.49, 3.38, -139.49
FAR, 0, 0, 0, 0, 37.1, NONE, 125.91, 46.52, 10031.30, -41.14, -15.00, -20.79, -10.65, 126.77, -141.33, -10.65, 3.38, -141.33
FAR, 0, 0, 0, 0, 37.1, NONE, 129.13, 261.84, 13235.52, -45.19, -15.00, -16.70, -10.86, 129.23, -142.38, -10.86, 3.38, -142.38
FAR, 0, 0, 0, 0, 37.1, NONE, 146.66, 502.28, 8919.59, -54.58, -15.00, 5.43, -11.51, 145.88, -148.25, -11.51, 3.38, -148.25
FAR, 0, 0, 0, 0, 37.1, NONE, 150.94, 499.59, 7533.90, -55.37, -15.00, 11.59, -11.62, 150.21, -149.70, -11.62, 3.38, -149.70
FAR, 0, 0, 0, 0, 37.1, NONE, 169.40, 481.68, 4048.36, 9.95, -15.00, 44.01, -14.86, 168.57, -155.28, -14.86, 3.38, -155.28
FAR, 0, 0, 0, 0, 37.1, NONE, 172.79, 401.22, 2001.25, 9.12, -15.00, 42.64, -15.75, 171.99, -156.49, -15.75, 3.38, -156.49
FAR, 0, 0, 0, 0, 37.1, NONE, -150.55, -21180.41, -493191.70, 15.57, 15.00, 21.73, -17.72, -179.05, -160.73, -17.72, 3.38, -160.73
FAR, 0, 0, 0, 0, 37.1, NONE, -260.75, -17782.32, -297388.90, 17.38, 15.00, 15.51, -18.12, -177.77, -161.33, -18.12, 3.38, -161.33
FAR, 0, 0, 0, 0, 37.1, NONE, -167.53, 2025.06, 119659.04, -0.68, -15.00, -3.40, -18.99, -177.00, -162.28, -18.99, 3.38, -162.28
FAR, 0, 0, 0, 0, 37.1, NONE, -168.47, 1773.83, 99797.42, -2.18, -15.00, -5.61, -18.97, -177.45, -162.20, -18.97, 3.38, -162.20
FAR, 0, 0, 0, 0, 37.1, NONE, 240.25, 10227.42, 80780.26, -21.76, -15.00, -24.37, -17.64, 174.82, -160.50, -17.64, 3.38, -160.50
FAR, 0, 0, 0, 0, 37.1, NONE, 180.87, -173.21, -156448.40, -27.36, 15.00, -32.01, -16.28, 170.31, -159.55, -16.28, 3.38, -159.55
FAR, 0, 0, 0, 0, 37.1, NONE, 154.47, -1375.85, -60336.98, 6.73, 15.00, -7.93, -14.01, 161.41, -158.00, -14.01, 3.38, -158.00
FAR, 0, 0, 0, 0, 37.1, NONE, 156.25, -851.55, -35851.07, 10.35, 15.00, -5.17, -13.98, 160.85, -157.70, -13.98, 3.38, -157.70
FAR, 0, 0, 0, 0, 37.1, NONE, 160.31, -95.11, -1689.33, 2.98, -15.00, -7.21, -13.43, 160.92, -156.39, -13.43, 3.38, -156.39
FAR, 0, 0, 0, 0, 37.1, NONE, 160.79, -42.35, 533.36, 2.00, -15.00, -4.91, -13.33, 161.18, -156.22, -13.33, 3.38, -156.22
FAR, 0, 0, 0, 0, 37.1, NONE, 164.33, 106.65, 4360.86, -14.70, -15.00, -6.50, -12.49, 164.28, -155.96, -12.49, 3.38, -155.96
FAR, 0, 0, 0, 0, 37.1, NONE, 165.63, 130.84, 4596.71, -21.17, -15.00, -5.54, -12.06, 165.54, -156.10, -12.06, 3.38, -156.10
FAR, 0, 0, 0, 0, 33.6, NONE, 173.70, 142.70, 2763.11, -9.93, -15.00, -0.72, -9.69, 173.20, -157.21, -9.69, 3.38, -157.21
FAR, 0, 0, 0, 0, 33.6, NONE, 171.70, -4.38, 3352.90, 2.10, -15.00, -3.30, -7.70, 171.74, -155.68, -7.70, 3.38, -155.68
FAR, 0, 0, 0, 0, 33.6, NONE, 172.16, 8.28, 3113.68, 0.96, -15.00, -4.84, -7.76, 172.14, -155.00, -7.76, 3.38, -155.00
FAR, 0, 0, 0, 0, 33.6, NONE, -155.46, 60.10, -3856.06, -35.81, 15.00, 18.32, 26.83, -155.56, -122.66, 26.83, 3.38, -122.66
FAR, 0, 0, 0, 0, 33.6, NONE, -152.19, 14.02, -3117.59, -20.23, 15.00, 52.22, 64.83, -152.21, -110.35, 64.83, 3.38, -110.35
FAR, 0, 0, 0, 0, 33.6, NONE, -38.17, 12.45, -6818.94, 15.78, 15.00, 42.75, 64.38, -37.73, 18.60, 64.38, 3.38, 18.60
FAR, 0, 0, 0, 0, 33.6, NONE, -31.97, 158.02, -2230.49, 47.68, 15.00, 1.98, 58.29, -32.04, 26.33, 58.29, 3.38, 26.33
FAR, 0, 0, 0, 0, 33.6, NONE, -29.02, 196.75, -1658.73, 55.24, 14.11, -12.21, 56.88, -29.16, 30.47, 56.88, 3.38, 30.47
FAR, 0, 0, 0, 0, 33.6, NONE, -20.84, 225.59, -635.88, 52.95, -4.53, -19.90, 54.25, -21.02, 42.35, 54.25, 3.38, 42.35
FAR, 0, 0, 0, 0, 8.9, NONE, -18.51, 217.08, -427.12, 52.10, -6.92, -22.03, 53.35, -18.70, 46.03, 53.35, 3.38, 46.03
FAR, 0, 0, 0, 0, 8.9, NONE, -10.07, 127.38, -782.17, 48.28, -1.19, -29.48, 46.41, -10.21, 63.31, 46.41, 3.38, 63.31
FAR, 0, 0, 0, 0, 8.9, NONE, -6.44, 108.21, -474.05, 46.27, -3.93, -32.54, 40.98, -6.50, 72.48, 40.98, 3.38, 72.48
FAR, 0, 0, 0, 0, 8.9, NONE, -2.05, 101.17, 810.99, 43.63, -14.24, -36.01, 34.54, -2.08, 82.41, 34.54, 3.38, 82.41
FAR, 0, 0, 0, 0, 8.9, NONE, -0.27, 96.07, 1393.06, 42.49, -15.00, -37.35, 31.79, -0.30, 86.39, 31.79, 3.38, 86.39
FAR, 0, 0, 0, 0, 8.9, NONE, 3.68, 58.09, 1830.60, 39.84, -15.00, -40.16, 23.00, 3.61, 96.70, 23.00, 3.38, 96.70
FAR, 0, 0, 0, 0, 8.9, NONE, 4.85, 24.30, 1800.94, 38.97, -13.18, -41.00, 16.13, 4.84, 101.93, 16.13, 3.38, 101.93
FAR, 0, 0, 0, 0, 8.9, NONE, 5.45, 0.76, 1859.35, 38.54, -10.61, -41.41, 4.23, 5.44, 107.75, 4.23, 3.38, 107.75
FAR, 0, 0, 0, 0, 8.9, NONE, 5.43, -1.87, 1822.37, 38.55, -10.01, -41.40, 2.81, 5.42, 108.28, 2.81, 3.38, 108.28
FAR, 0, 0, 0, 0, 8.9, NONE, 4.97, -9.55, 1588.93, 38.88, -7.17, -41.09, -10.58, 4.97, 112.58, -10.58, 3.38, 112.58
FAR, 0, 0, 0, 0, 8.9, NONE, 4.85, -9.29, 1554.43, 38.96, -6.91, -41.02, -13.61, 4.86, 113.51, -13.61, 3.38, 113.51
FAR, 0, 0, 0, 0, 8.9, NONE, 4.38, -9.82, 1339.14, 39.31, -5.22, -40.68, -26.75, 4.36, 118.62, -26.75, 3.38, 118.62
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 8.9, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 31.8, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 33.3, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 33.3, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 33.3, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 33.3, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 33.3, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
FAR, 0, 0, 0, 0, 33.3, NONE, 3.46, -24.85, 575.88, 39.96, 0.85, -40.04, -34.61, 3.43, 123.52, -34.61, 3.38, 123.52
